city,geolocation_lat,geolocation_lng,transactions
braco do rio,-20.322292825357025,-40.39284837412908,2
braganca,-1.0562666986038003,-46.76270876447085,1
braganca paulista,-22.948736601707136,-46.54453124873733,4
bras pires,-20.84766470155162,-43.2435924712878,1
brasil novo,-3.298516750610656,-52.54006417073773,1
brasilandia,-21.25463310124472,-52.03600872344774,1
brasilandia de minas,-16.99516510582244,-46.01006404465731,2
brasileia,-11.011463117302965,-68.74200319879492,1
brasilia,-15.8137985582102,-47.959583833470674,110
brasilia de minas,-16.2136515468496,-44.43006422494324,1
brasopolis,-22.581416113185,-45.63510663016376,1
brauna,-21.500564371516557,-50.31810973448505,2
braunas,-19.057197505541836,-42.71664165365761,1
brazabrantes,-16.43369735649809,-49.38323514259279,1
brazopolis,-22.472389971299517,-45.60998525494555,1
brejetuba,-20.148321628660536,-41.29210545467481,1
brejo,-3.682571295639336,-42.75527177857826,1
brejo bonito,-21.1255342558629,-56.48365874003585,1
brejo da madre de deus,-8.151652952943909,-36.36954681604157,1
brejo do cruz,-6.34967290425052,-37.49767072749323,1
brejo dos santos,-6.3798659151622745,-37.82503164805101,1
brejo grande,-10.430124302289396,-36.466537254660246,1
brejo santo,-7.489639329189643,-38.989040104077326,3
brejoes,-13.104452358216312,-39.795793515677545,1
brejolandia,-12.484389855261307,-43.96067478916453,1
breu branco,-3.7752519494912353,-49.56591038523869,2
breves,-1.6753652411400215,-50.48117379143431,1
britania,-15.246746247051131,-51.16658902746332,1
brodowski,-20.98496873647953,-47.66278991609982,1
brotas,-22.283339689422373,-48.11555789578163,1
brotas de macaubas,-12.000914068499046,-42.627714051877966,1
brumadinho,-20.19822231576296,-44.00961734339785,2
brumado,-14.210092274831393,-41.68123821749442,2
brusque,-27.102828196191687,-48.91881654253006,3
bueno brandao,-22.437232815352555,-46.35049222767168,1
buenopolis,-17.878529744788537,-44.17657618898112,1
buenos aires,-7.724721312283236,-35.32781825404751,1
buerarema,-14.954770099312618,-39.30689592251005,3
bugre,-19.43122405832373,-42.25829965262412,1
buique,-8.621022745328284,-37.15715277958751,1
buri,-23.799400553078755,-48.59176821795358,2
buritama,-21.069170059436985,-50.14388889015095,3
buriti,-3.943335705268429,-42.90917998697107,1
buriti alegre,-18.133384835688783,-49.04325604744525,1
buriti do tocantins,-5.314551212135491,-48.22625249999999,1
buriti dos lopes,-3.181981359322651,-41.87213884455693,1
buriticupu,-4.317271656392342,-46.46181261437987,1
buritirama,-10.71856904846853,-43.63389716906193,3
buritis,-14.907574881234826,-48.7454770853516,1
buritizal,-20.19583527692971,-47.708164833245,1
buritizeiro,-17.355926266727163,-44.95989809230009,1
butia,-30.12217326809831,-51.973542833120696,1
caarapo,-22.629257643711,-54.813005046868085,1
cabaceiras do paraguacu,-12.540125884554271,-39.18492832018519,1
cabeceira grande,-16.02717169960533,-47.091478437856885,1
cabeceiras,-15.805912790286564,-46.93256342551353,1
cabedelo,-7.028804514252873,-34.84036379876981,1
cabixi,-13.492100403210594,-60.54128063606775,1
cabo de santo agostinho,-8.277025816405493,-35.01667730428661,3
cabo frio,-22.869361952674563,-42.02938086176386,25
cabo verde,-21.471604320933167,-46.39765503287726,1
cabralia paulista,-22.45621548435729,-49.33782392605263,1
cabreuva,-23.299821440186975,-47.13776212614689,2
cabrobo,-8.512087572996803,-39.307385165291244,1
cacador,-26.77804900718313,-51.0211975932544,2
cacapava,-23.10231567961866,-45.71108499589613,3
cacapava do sul,-30.530757607861467,-53.49864844306403,1
cacaulandia,-10.343312775948917,-62.89785222838565,1
cacequi,-29.87736674664141,-54.81818672496754,1
caceres,-16.085822367663464,-57.69673561886295,4
cachoeira,-12.605515120569944,-38.96137168839266,1
cachoeira alta,-18.758528226556148,-50.95121684538882,1
cachoeira da prata,-19.52601377615008,-44.44763678218968,1
cachoeira de minas,-22.3542269096183,-45.77375361641287,1
cachoeira de pajeu,-15.918046607557272,-41.39483591070214,1
cachoeira do brumado,-20.39645981552617,-43.2746366959329,2
cachoeira do campo,-20.3458092223152,-43.6720476530671,1
cachoeira do sul,-30.03508117643444,-52.901551584535,2
cachoeira dourada,-18.4977732946728,-49.484318520027465,1
cachoeira paulista,-22.664021699694157,-45.006657558976286,1
cachoeiras de macacu,-22.471901613733213,-42.661934136104854,3
cachoeirinha,-29.9293243315751,-51.09064532225924,3
cachoeiro de itapemirim,-20.844890781541732,-41.121211037932746,12
cacoal,-11.431844157611472,-61.453030849137555,1
caconde,-21.532913999999995,-46.63980225,1
cacu,-18.710633999999946,-51.08571349999995,1
cacule,-14.502000888049166,-42.22335735502678,3
caem,-11.088054238229647,-40.43411971600381,1
caetanopolis,-19.303006696895277,-44.41744514243293,1
caete,-19.883520408537535,-43.66933297389485,2
caetes,-8.773901483495596,-36.62333466732271,1
caetite,-13.954916999999941,-42.476412499999945,1
cafeara,-22.78572718459205,-51.71305504441468,1
cafelandia,-23.44113442068841,-51.76108734633217,1
caiana,-20.69700562881204,-41.92292672271921,1
caiaponia,-16.963282126552002,-51.81279264064655,1
caibate,-28.293521367886463,-54.637295352589966,1
caibi,-27.07527413015885,-53.250013009021394,1
caicara do norte,-5.06427999999994,-36.052749999999946,1
caico,-6.4691147908551105,-37.09447937060445,1
caieiras,-23.363230612786875,-46.73739068631321,4
cairu,-13.485305479279337,-39.04763856047775,1
caiua,-21.833248485818437,-51.98688883763318,1
cajamar,-23.388222021161752,-46.8469755886838,4
cajapio,-2.878386869999672,-44.67634943861064,1
cajari,-3.321405084840822,-45.01919981383092,1
cajati,-24.7254986061991,-48.11036826830714,1
cajazeiras,-6.895225938871662,-38.56192119638417,1
cajobi,-20.88071444349366,-48.81112050875209,1
cajueiro,-9.398206889409591,-36.147432614695205,1
cajuri,-20.78648289279877,-42.79814772248994,1
cajuru,-21.272672631957786,-47.305928922255575,2
calcado,-8.742617661013508,-36.33613133997375,1
caldas,-21.925390177787197,-46.38339620027643,1
caldas brandao,-7.143302999999946,-35.35303399999995,1
caldas novas,-17.738093068381126,-48.615920584368716,5
caldeirao grande,-11.107471772485226,-40.07027331427583,1
caldeirao grande do piaui,-7.33314954713578,-40.637572987487424,1
california,-23.66246075422907,-51.36170643202616,1
california da barra,-22.95902842879116,-42.82276239611844,1
calmon,-26.60327488002217,-51.09487046979415,1
camacan,-15.414317002261669,-39.497913802834034,2
camacari,-12.703305938981105,-38.32403557565943,12
camacho,-20.627535491369123,-45.15422508189638,1
camamu,-13.946682925862872,-39.10266526112056,1
camanducaia,-22.758277649423835,-46.15427601386239,1
camapua,-19.53085086232352,-54.04152299911019,1
camaqua,-30.85479170482604,-51.81421758255184,1
camaragibe,-8.012497424605801,-34.99069464125939,4
cambara,-23.040032113250348,-50.079986745476226,1
cambara do sul,-29.054918999999945,-50.15315149999997,1
cambe,-23.28517283267436,-51.256776918201815,3
cambiasca,-21.714719999999943,-41.92499999999996,1
cambira,-23.602528834123756,-51.58366831581481,1
camboriu,-27.02458727872764,-48.65926051959403,1
cambuci,-21.57305213452761,-41.919818618332435,3
cambui,-22.618405663924065,-46.05692385089537,5
cambuquira,-21.854581550637352,-45.31129465341778,1
cameta,-2.240953530813766,-49.50294914156826,1
camocim,-2.9066059661870893,-40.84265447432062,2
camocim de sao felix,-8.363290117787423,-35.76703464650922,1
campanario,-18.24182967623596,-41.729519129045904,1
campanha,-21.832580480823005,-45.40532063864941,2
campestre,-21.71201804689176,-46.23858406148462,1
campestre da serra,-28.79485822242105,-51.09429466225263,1
campestre do maranhao,-6.264677999999947,-47.20492249999995,2
campina da lagoa,-24.588735788185947,-52.80920836265472,2
campina das missoes,-27.99110094793968,-54.84605581154811,1
campina do monte alegre,-23.58775212416298,-48.47618365053317,1
campina grande,-7.230744804869239,-35.89695567056063,8
campina grande do sul,-25.365855480212275,-49.10538897664281,1
campina verde,-19.532123317424013,-49.48745803479251,1
campinacu,-13.794334127791412,-48.564710149426126,1
campinapolis,-14.539574111807996,-52.79620927747967,2
campinas,-22.902008724407132,-47.07703258895414,120
campinas do sul,-27.71885197126028,-52.62608527511285,1
campinorte,-14.317709932095251,-49.15370256644173,1
campo alegre,-17.977989669191196,-42.86888319581861,2
campo alegre de goias,-17.63183152644835,-47.77256871816776,2
campo alegre de lourdes,-9.518224445505371,-43.01269672136071,1
campo alegre de minas,-19.097499999999968,-41.03221999999994,1
campo alegre do fidalgo,-8.37863209751232,-41.83417386076794,1
campo azul,-16.502734203654224,-44.811692642936606,1
campo belo,-20.88413821938754,-45.27344068060077,1
campo bom,-29.681001176488742,-51.075310519344164,2
campo do brito,-10.752075705980422,-37.491271165436586,1
campo do meio,-21.11244619821393,-45.83234349689595,1
campo do tenente,-26.001234,-49.668993,2
campo ere,-26.399630726177463,-53.08604590075369,2
campo florido,-19.760147244532277,-48.57194271165567,1
campo formoso,-10.506779999999935,-40.31730999999997,2
campo grande,-20.470189073720004,-54.61082532558646,31
campo grande do piaui,-7.133013965143998,-41.04114762788481,1
campo largo,-25.464653440490313,-49.534710026607314,1
campo limpo paulista,-23.210167884366882,-46.77340158786459,6
campo magro,-25.372162488430515,-49.35319575578474,1
campo maior,-4.827952238567884,-42.1610348778886,2
campo mourao,-24.038643786485288,-52.38102645240679,3
campo novo,-27.677575413466325,-53.8052314690834,1
campo novo do parecis,-13.657923924135606,-57.88838990978215,1
campo verde,-15.546379835055912,-55.17620691678299,3
campos altos,-19.694340546340555,-46.169670899679815,1
campos belos,-13.036538451936938,-46.768223464210635,2
campos borges,-28.885857570303028,-52.999547413079,1
campos de julio,-13.721173638735763,-59.26540355947376,1
campos do jordao,-22.73232303972713,-45.56427039489907,3
campos dos goytacazes,-21.766413608572975,-41.330039529308884,29
campos gerais,-21.23622870503795,-45.75624234788238,2
campos novos,-27.403062004188204,-51.2296740963181,1
campos sales,-7.08022859231703,-40.360595170994856,2
campos verdes,-14.266154856303364,-49.65474369960332,1
camutanga,-7.408674886036342,-35.27177123414998,1
canaa,-20.686938364571223,-42.61836811041632,1
canaa dos carajas,-6.549958603764686,-49.84652773962353,3
cananeia,-25.001653500000003,-47.93411025000001,2
canapi,-9.113100722823068,-37.61158401052933,1
canapolis,-17.77858888581553,-48.36509550977331,1
canarana,-13.388655952697393,-51.31334143868906,3
canavieiras,-15.676715610252648,-38.94519639615488,1
candeal,-11.809408323109889,-39.12123378771046,1
candeias,-16.145338691666844,-41.42932176979307,2
candeias do jamari,-8.782194255318638,-63.69912659609337,1
candelaria,-29.66987043994991,-52.78968361045696,1
candido de abreu,-24.567520643806727,-51.33884428755445,1
candido godoi,-27.95204612583121,-54.75314474676317,1
candido mendes,-1.452428965195386,-45.72837111390408,2
candido mota,-22.747215599540443,-50.38376647272113,2
candido rodrigues,-21.324660278664695,-48.63382382633938,1
candido sales,-15.505393965709127,-41.23864317402555,1
candiota,-31.45772380559633,-53.66263312223996,1
candoi,-25.57649894631423,-52.04741223312602,1
canela,-29.374542581978403,-50.799316036912195,1
canelinha,-27.264888475478536,-48.77091437737793,1
cangucu,-31.387797354267704,-52.683643999668526,1
canhotinho,-8.88259748042387,-36.19943188543137,1
caninde,-4.35771145747809,-39.31491288210802,1
caninde de sao francisco,-9.660839266683306,-37.78713320002144,1
canitar,-23.006202412315265,-49.7830115023792,1
canoas,-29.916085343100402,-51.17320492245508,19
canoinhas,-26.168622484064926,-50.39286152851225,2
cansancao,-10.668966503041073,-39.500422078872525,1
cantagalo,-21.975691573136743,-43.36333439723714,3
cantanhede,-3.633859413381086,-44.37647801878692,1
canto do buriti,-8.1098305527142,-42.948917733871056,1
canudos,-9.898077831012769,-39.02804452032338,1
capanema,-19.543435132371382,-52.14668351279133,1
capao bonito,-24.007600846032577,-48.350034147372504,2
capao da canoa,-29.750130537873616,-50.02052715523319,1
capao da porteira,-30.092809899462708,-50.694388328298245,1
capao do cipo,-28.95450599999994,-54.57269599999997,1
capao do leao,-31.75262449177539,-52.430731836425856,3
caparao,-20.524764476522325,-41.90531612448007,1
capela,-10.49971803734536,-37.05483528724665,2
capela de santana,-29.682116191300608,-51.31878806160693,1
capela do alto,-23.472878282277055,-47.73499742631302,2
capela do alto alegre,-11.669901901501904,-39.8375388502574,1
capela nova,-20.927299842129184,-43.62327139467703,1
capelinha,-17.699026897975102,-42.50900651446247,1
capetinga,-20.61672156031421,-47.056545202941805,1
capim branco,-19.54003848586602,-44.13381247258448,1
capim grosso,-11.384726377257865,-40.01348169601197,1
capinopolis,-18.685784169633315,-49.578917588471974,1
capinzal,-27.376096118250835,-51.595342949492036,2
capinzal do norte,-4.723408091139918,-44.32771905923667,3
capistrano,-4.46796582790204,-38.90178674060113,1
capitao,-29.27117778369625,-51.98845376647088,1
capitao andrade,-19.066830671172312,-41.86539728386151,1
capitao eneas,-16.318901462107686,-43.72323266228621,1
capitao leonidas marques,-25.47603,-53.61668325000001,1
capitao poco,-1.7550814598296698,-47.07094230837638,1
capitolio,-20.61778970195198,-46.05100847800213,1
capivari,-23.012213710514185,-47.52203973160606,1
capivari de baixo,-28.451195796978386,-48.9480281963324,1
capivari do sul,-30.13968637516749,-50.50616426461453,1
capoeiras,-8.742673768218529,-36.62827630160531,1
caputira,-20.172469420418796,-42.27331856442149,1
caracol,-22.017195391015942,-57.02713057028187,1
caraguatatuba,-23.63541067145712,-45.41100466011064,6
carai,-17.185850793204,-41.69796465537738,1
caraiba,-7.804819300716695,-37.79330909824093,1
caraibas,-14.624939999999944,-41.28158149999996,1
carajas,-18.941871832888857,-46.96770477985247,1
carambei,-24.95026527978892,-50.12451179147818,1
carandai,-20.952419829098357,-43.782054943456735,1
carangola,-20.73445258960085,-42.03154458299642,2
carapebus,-22.212298210240824,-41.66322133952155,2
carapicuiba,-23.54509958315795,-46.840031492526826,16
caratinga,-19.788502430521667,-42.140435535859126,4
caraubas,-5.786723708635663,-37.5566360667519,1
caravelas,-17.735917159654786,-39.263405392403854,1
carazinho,-28.289446214059886,-52.79412331824496,1
carbonita,-17.529423701905095,-43.01474545585495,1
cardoso,-20.07337070860132,-49.91260766329853,1
cardoso moreira,-21.48982398958829,-41.61580631338857,2
careacu,-22.041634439689343,-45.6985038651419,1
cariacica,-20.327128690065113,-40.38196392355946,14
caridade,-4.231187562683074,-39.19426824169106,1
carinhanha,-14.303553692549825,-43.76672976677978,2
carire,-3.948661854628105,-40.47467717731404,1
cariri do tocantins,-11.893993163709174,-49.16172712197573,1
caririacu,-7.040442368684398,-39.28064211589994,1
carius,-6.538167753867774,-39.49550692249821,2
carlinda,-9.971929999167664,-55.82192099750298,1
carlopolis,-23.42923212388789,-49.716839092698926,1
carlos barbosa,-29.291861569560297,-51.51138872368572,1
carlos chagas,-17.701990159364986,-40.76520840937737,1
carmesia,-19.087444706923964,-43.14305333838645,1
carmo,-21.931793494070657,-42.60935545143997,4
carmo da cachoeira,-21.464748873810645,-45.22279679817523,1
carmo da mata,-20.560695251372668,-44.86750449963131,1
carmo de minas,-22.121575487049743,-45.13332839074072,1
carmo do cajuru,-20.185230319875426,-44.77334862681514,1
carmo do paranaiba,-18.997588351779083,-46.29733006798914,1
carmo do rio claro,-20.9776309991497,-46.11931317533268,1
carmo do rio verde,-15.354799204959823,-49.70200488705204,1
carmolandia,-7.040277516050829,-48.395679888788,1
carmopolis,-10.649021520663837,-36.99115186582121,2
carmopolis de minas,-20.54179405862868,-44.63838029574459,1
carnaiba do sertao,-9.589271582271095,-40.425445511064936,1
carnauba dos dantas,-6.554600999999995,-36.59499225,1
carnaubais,-5.337916975862425,-36.83541050152537,1
carnaubal,-4.165812686482859,-40.93422884302706,1
carneirinho,-19.69779599999999,-50.68840500000001,1
carolina,-7.332386075318738,-47.472693185821285,1
carpina,-7.846338720752174,-35.25467054031178,3
carrancas,-21.489704999999997,-44.64164924999999,1
caruaru,-8.281774789521785,-35.97189783628717,7
carutapera,-1.2083966952947918,-46.021570523277184,1
carvalhopolis,-21.77601781170095,-45.84182978011214,2
casa branca,-21.778587544022162,-47.09381672518129,1
casa nova,-9.179158499999993,-40.97013075,1
casca,-28.560622157945378,-51.97692513057247,1
cascalho rico,-18.653719409828188,-47.89861513326969,1
cascavel,-24.265536718305007,-52.95546415466302,10
caseiros,-28.27011852057583,-51.6911609472122,1
casimiro de abreu,-22.490294941391582,-42.20048481554467,3
cassia,-20.581573384976625,-46.92238246408787,1
cassia dos coqueiros,-21.282185702912003,-47.170228987427066,1
cassilandia,-19.11358227631166,-51.73572123667424,2
castanhal,-1.2976007071145967,-47.92351080213424,3
